# SCVHistory.com organizations
# Creative Commons Attribution 4.0 International (CC-BY-4.0), https://creativecommons.org/licenses/by/4.0/
# Attribution: SCVHistory.com, the Santa Clarita Valley History Archive
# Generated 2026-09-23 from https://scvhistory.ddev.site/, 38 records
id,name,type,subtype,level,aliases,parent,wikidataId,viafId,gnisId,ein,cdsCode,ncesId,nrhpReference,articleCount,url,provenance,updated
18876,"Acton Hotel",organization,,,,,,,,,,,,5,https://scvhistory.ddev.site/organizations/acton-hotel,"created from review, 2026-09-21",2026-09-21
18862,"California Petroleum Company",organization,,,,,,,,,,,,5,https://scvhistory.ddev.site/organizations/california-petroleum-company,"created from review, 2026-09-21",2026-09-21
16039,"California Star Oil Works",organization,,,"California Star Oil",,,,,,,,,11,https://scvhistory.ddev.site/organizations/california-star-oil-works,"created from review, 2026-09-21",2026-09-21
16347,"California State University, Northridge",organization,,,"California State University",,,,,,,,,7,https://scvhistory.ddev.site/organizations/california-state-university-northridge,"created from review, 2026-09-21",2026-09-21
16339,"Downtown Newhall Merchants Association",organization,,,"Downtown Newhall Merchants",,,,,,,,,6,https://scvhistory.ddev.site/organizations/downtown-newhall-merchants-association,"created from review, 2026-09-21",2026-09-21
18827,"Felton School",organization,,,,,,,,,,,,5,https://scvhistory.ddev.site/organizations/felton-school,"created from review, 2026-09-21",2026-09-21
18806,"Harvey Stack",organization,,,,,,,,,,,,5,https://scvhistory.ddev.site/organizations/harvey-stack,"created from review, 2026-09-21",2026-09-21
380,"Henry Mayo Newhall Memorial Hospital",organization,nonprofit,,"Henry Mayo, HMNMH, Hillside Community Hospital; Memorial Hospital",,,,,952821104,,,,0,https://scvhistory.ddev.site/organizations/henry-mayo-newhall-memorial-hospital,,2026-09-21
16217,"Heritage Auction Galleries",organization,,,"Heritage Galleries",,,,,,,,,16,https://scvhistory.ddev.site/organizations/heritage-auction-galleries,"created from review, 2026-09-21",2026-09-21
392,"Historical Society of Southern California",organization,nonprofit,,,,,,,,,,,0,https://scvhistory.ddev.site/organizations/historical-society-of-southern-california,,2026-09-21
390,"Los Angeles Herald",organization,media,,"L.A. Herald, Herald, Los Angeles Daily Herald",,,,,,,,,1,https://scvhistory.ddev.site/organizations/los-angeles-herald,,2026-09-21
398,"Mission San Francisco de Asís",organization,church,,,,,,,,,,,0,https://scvhistory.ddev.site/organizations/mission-san-francisco-de-asis,,2026-09-21
386,"Mission San Gabriel Arcángel",organization,church,,"San Gabriel Mission",,,,,,,,,0,https://scvhistory.ddev.site/organizations/mission-san-gabriel-arcangel,,2026-09-21
400,"Mission Santa Cruz",organization,church,,,,,,,,,,,0,https://scvhistory.ddev.site/organizations/mission-santa-cruz,,2026-09-21
15958,"Newhall Elementary School",organization,school,elementary,,,,,,,,062718009956,,7,https://scvhistory.ddev.site/organizations/newhall-elementary-school,"created from review, 2026-09-21",2026-09-21
15823,"Newhall Hardware",organization,,,,,,,,,,,,12,https://scvhistory.ddev.site/organizations/newhall-hardware,"created from review, 2026-09-21",2026-09-21
15691,"Newhall Land and Farming Company",organization,business,,"Newhall Land; Newhall Land and Farming",,Q7018089,,,,,,,44,https://scvhistory.ddev.site/organizations/newhall-land-and-farming-company,"created from review, 2026-09-21",2026-09-21
16290,"Newhall Redevelopment Committee",organization,,,"Redevelopment Committee",,,,,,,,,20,https://scvhistory.ddev.site/organizations/newhall-redevelopment-committee,"created from review, 2026-09-21",2026-09-21
16201,"Pioneer Oil Refinery",organization,,,,,,,,,,,,14,https://scvhistory.ddev.site/organizations/pioneer-oil-refinery,"created from review, 2026-09-21",2026-09-21
15939,"Planning Commission",organization,government,,,"The City of Santa Clarita",,,,,,,,8,https://scvhistory.ddev.site/organizations/planning-commission,"created from review, 2026-09-21",2026-09-21
18599,"Porta Bella",organization,,,,,,,,,,,,15,https://scvhistory.ddev.site/organizations/porta-bella,"created from review, 2026-09-21",2026-09-21
384,"Rancho Camulos",organization,other,,"Camulos Ranch, Camp Camulos",,,,,,,,,0,https://scvhistory.ddev.site/organizations/rancho-camulos,,2026-09-21
388,"Rancho El Tejon",organization,,,,,,,,,,,,0,https://scvhistory.ddev.site/organizations/rancho-el-tejon,,2026-09-21
382,"Rancho San Francisco",organization,,,"Rancho de San Francisco Rancho San Francisco Xavier",,,,,,,,,0,https://scvhistory.ddev.site/organizations/rancho-san-francisco,,2026-09-21
396,"Santa Clarita Valley Chamber of Commerce",organization,nonprofit,,"Newhall-Saugus-Valencia Chamber of Commerce; SCV Chamber",,,,,951987319,,,,0,https://scvhistory.ddev.site/organizations/santa-clarita-valley-chamber-of-commerce,,2026-09-21
15493,"Santa Clarita Valley Historical Society",organization,nonprofit,,"SCV Historical Society",,,,,953003205,,,,13,https://scvhistory.ddev.site/organizations/santa-clarita-valley-historical-society,"created from review, 2026-09-21",2026-09-21
